num,name,BBclass,Check,smiles
519,GR94839_C,0,2,CC(=O)N1CCN(C(=O)Cc2cc(F)cc(F)c2)[C@@H](CN2CC[C@@H](O)C2)C1
520,GR94839_D,0,2,COc1cccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)c1
521,GR94839_E,0,2,CC(=O)N1CCN(C(=O)Cc2ccc([N+](=O)[O-])cc2)[C@@H](CN2CC[C@H](O)C2)C1
522,GR94839_F,0,2,COc1ccc(CC(=O)N2CCN(C(C)=O)C[C@@H]2CN2CC[C@@H](O)C2)cc1
523,carphenazine,1,2,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2
524,cartazolate,1,2,CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC
525,centazolone,1,2,Nn1cnc2cc3ccccc3cc2c1=O
526,chloralhydrate,1,2,OC(O)C(Cl)(Cl)Cl
527,chlordiazepoxide,1,2,CN=C1CN(O)C(c2ccccc2)=c2cc(Cl)ccc2=N1
528,chlorpromazine,1,2,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
529,chlorprothixene,1,2,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
530,chlorzoxazone,1,2,O=c1[nH]c2cc(Cl)ccc2o1
531,choline,1,2,C[N+](C)(C)CCO
532,clobazam,1,2,CN1C(=O)CC(=O)N(c2ccccc2)c2cc(Cl)ccc21
536,Salicyluricacid,1,2,O=C(O)CNC(=O)c1ccccc1O
537,Sulforidazine,1,2,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)(=O)=O)cc21
538,Teflurane,1,2,FC(Br)C(F)(F)F
539,Theobromine,1,2,Cn1cnc2c1c(=O)[nH]c(=O)n2C
540,Thiopental,0,2,CCCC(C)C1(CC)C(=O)NC(=S)NC1=O
541,Toluene,1,2,Cc1ccccc1
542,Triazolam,1,2,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2
543,GR94839_G,0,2,CC(=O)N1CCN(C(=O)Cc2cccc([N+](=O)[O-])c2)[C@@H](CN2CC[C@H](O)C2)C1
544,GR94839_H,0,2,CC(=O)N1CCN(C(=O)Cc2ccccc2)[C@@H](CN2CC[C@@H](O)C2)C1
545,GR94839_I,0,2,CC(=O)N1CCN(C(=O)Cc2ccc([S@@](C)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1
546,GR94839_L,0,2,CC(=O)N1CCN(C(=O)Cc2ccc(S(C)(=O)=O)cc2)[C@@H](CN2CC[C@H](O)C2)C1
547,ICI197067,1,2,CC(C)[C@@H](CN1CCCC1)N(C)C(=O)Cc1ccc(Cl)c(Cl)c1
548,ICI199441,1,2,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)[C@@H](CN1CCCC1)c1ccccc1
549,isoxicam,0,2,Cc1cc(N/C(O)=C2\C(=O)c3ccccc3S(=O)(=O)N2C)no1
550,Levallorphan,1,2,C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
551,lomefloxacin,0,2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNC(C)C3)c(F)c21
553,clomipramine,1,2,CN(C)CCCN1c2ccccc2CCc2ccc(Cl)cc21
554,clonazepam,1,2,O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1
555,clopenthixol,1,2,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(Cl)cc32)CC1
556,clopimozide,1,2,O=c1[nH]c2cc(Cl)ccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
557,cocaine,1,2,COC(=O)[C@@H]1C2CCC(C[C@@H]1OC(=O)c1ccccc1)N2C
558,codeine,1,2,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
559,cyclazocine,1,2,CC1C2Cc3ccc(O)cc3C1(C)CCN2CC1CC1
560,cyclophenazine,1,2,FC(F)(F)c1ccc2c(c1)N(CCCN1CCN(C3CC3)CC1)c1ccccc1S2
561,deanol,1,2,CN(C)CCO
563,Trichloroethylene,1,2,ClC=C(Cl)Cl
564,Trichloromethane,1,2,ClC(Cl)Cl
567,Y-G16,1,2,NCCc1nccs1
568,Y-G19,0,2,NCCc1nc(-c2ccccc2)cs1
570,m-Xylene,1,2,Cc1cccc(C)c1
571,loratadine,0,2,CCOC(=O)N1CCC(=C2c3ccc(Cl)cc3CCc3cccnc32)CC1
572,meloxicam,0,2,Cc1cnc(N/C(O)=C2/C(=O)c3ccccc3S(=O)(=O)N2C)s1
573,Nalorphine,1,2,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5
574,naltrexone,1,2,O=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5
575,norfloxacin,0,2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCNCC3)cc21
576,pefloxacin,0,2,CCn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
577,piroxicam,0,2,CN1/C(=C(/O)Nc2ccccn2)C(=O)c2ccccc2S1(=O)=O
578,roxindole,1,2,Oc1ccc2[nH]cc(CCCCN3CC=C(c4ccccc4)CC3)c2c1
579,deserpidine,1,2,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5ccccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC
580,desipramine,1,2,CNCCCN1c2ccccc2CCc2ccccc21
581,diazepam,1,2,CN1C(=O)CN=C(c2ccccc2)c2cc(Cl)ccc21
582,dihydrocodeine,1,2,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
583,dihydromorphine,1,2,CN1CCC23c4c5ccc(O)c4OC2C(O)CCC3C1C5
584,diphenhydramine,1,2,CN(C)CCOC(c1ccccc1)c1ccccc1
585,diphenhylhydantoin,1,2,O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1
586,dixyrazine,1,2,CC(CN1CCN(CCOCCO)CC1)CN1c2ccccc2Sc2ccccc21
587,DMT,1,2,COC(=O)c1ccc(C(=O)OC)cc1
588,o-Xylene,1,2,Cc1ccccc1C
589,p-Xylene,1,2,Cc1ccc(C)cc1
590,2-propanol,1,2,CC(C)O
592,SB-222200,1,2,CC[C@H](NC(=O)c1c(C)c(-c2ccccc2)nc2ccccc12)c1ccccc1
594,Delavirdine,0,2,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1
595,Ebastine,0,2,CC(C)(C)c1ccc(C(=O)CCCN2CCC(OC(c3ccccc3)c3ccccc3)CC2)cc1
596,Pirenzepine,1,2,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1
597,RP60180,1,2,CCCNC(=O)c1ccc2c(c1)N([C@@H](C)CN1CCCC1)c1ccccc1S2
598,rufloxacin,0,2,CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1
599,salbutamol,0,2,CC(C)(C)NCC(O)c1ccc(O)c(CO)c1
600,Sankyo,1,2,CN1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)[C@@H](CN2CCCC2)C1
601,SB201708,1,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@H]1CN1CCCC1
602,SB204454,0,2,O=C1NC(=O)[C@@]2(CCN(C(=O)Cc3ccc(Cl)c(Cl)c3)[C@@H](CN3CCCC3)C2)N1
603,SB204459,0,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ccnc2[C@H]1CN1CC[C@@H](O)C1
604,SB204484,1,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCn2ncnc2[C@H]1CN1CCCC1
605,SB205563,0,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCN(CCO)C[C@@H]1CN1CC[C@@H](O)C1
606,doxepin,1,2,CN(C)CC/C=C1/c2ccccc2COc2ccccc21
608,droperidol,1,2,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
609,ectylurea,1,2,C/C=C(\CC)C(=O)NC(N)=O
610,emylcamate,1,2,CCC(C)(CC)OC(N)=O
611,estazolam,1,2,Clc1ccc2c(c1)C(c1ccccc1)=NCc1nncn1-2
612,etaqualone,1,2,CCc1ccccc1-n1c(C)nc2ccccc2c1=O
613,etazolate,1,2,CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C
614,ethchlorvynol,1,2,C#CC(O)(/C=C/Cl)CC
615,ethinamate,1,2,C#CC1(OC(N)=O)CCCCC1
620,5-69,1,2,S=C(NC1CCCCC1)N1CCC(c2c[nH]cn2)CC1
621,7-K06,1,2,CN1CC[C@@H]2c3cc(Cl)ccc3Oc3ccccc3[C@H]2C1
622,7-K08,1,2,O=C1CCCN1CCCCN1CCN(c2cc(C(F)(F)F)cc(Cl)n2)CC1
623,7-K10,1,2,Clc1ccc2c(c1)[C@H]1CCNC[C@@H]1c1ccccc1O2
624,SB205605,0,2,O=C(Cc1ccc(Cl)c(Cl)c1)N1CCc2[nH]cnc2[C@H]1CN1CC[C@@H](O)C1
625,skb_a,1,2,CC[C@H](NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1
626,skb_c,1,2,CC[C@H](NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1
627,skb-d,0,2,CC[C@H](NC(=O)c1c(OCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1
628,skb-e,0,2,CC[C@H](NC(=O)c1c(OCCCC(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1
629,skb-f,0,2,CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccc2C(=O)O)c(-c2ccccc2)nc2ccccc12)c1ccccc1
630,skb-g,0,2,CC[C@H](NC(=O)c1c(OCCNC(=O)Cc2ccccn2)c(-c2ccccc2)nc2ccccc12)c1ccccc1
631,skb-h,0,2,CC[C@H](NC(=O)c1c(OCCNC(=O)[C@@H]2CCCN2)c(-c2ccccc2)nc2ccccc12)c1ccccc1
632,skb-i,0,2,CC[C@H](NC(=O)c1c(Cn2ccnc2)c(-c2ccccc2)nc2ccccc12)c1ccccc1
633,sparfloxacin,0,2,C[C@H]1CN(c2c(F)c(N)c3c(=O)c(C(=O)O)cn(C4CC4)c3c2F)C[C@@H](C)N1
634,ethosuximide,1,2,CCC1(C)CC(=O)NC1=O
635,etymemazine,1,2,CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2
636,flupentixol,1,2,OCCN1CCN(CC/C=C2/c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
637,fluphenazine,1,2,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1
638,flurazepam,1,2,CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21
639,glaziovine,1,2,COc1cc2c3c(c1O)C1(C=CC(=O)C=C1)CC3N(C)CC2
640,glutethimide,1,2,CCC1(c2ccccc2)CCC(=O)NC1=O
641,haloperidol,1,2,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
642,harmalol,1,2,Cc1[nH]ccc2c1[nH]c1cc(=O)ccc12
643,harman,1,2,Cc1nccc2c1[nH]c1ccccc12
645,14,1,2,O=[N+]([O-])c1cc[nH]c1NCCSCc1ccccn1
646,15,1,2,Cc1cc(C(C)(C)SC(C)(C)CNc2[nH]ccc2[N+](=O)[O-])nc(C)c1C
652,22,1,2,Cc1oc(C(C)(C)N(C(C)(C)N)C(C)(C)N)c(C)c1C
653,23,1,2,Cc1c[nH+][o+]c(C([NH])CC(C)C(C)(C)N(C(C)(C)C)C(C)(N)N)c1[O-]
654,tamitinol,1,2,CCNCc1c(CSC)cnc(C)c1O
655,tenoxicam,0,2,CN1/C(=C(\O)Nc2ccccn2)C(=O)c2sccc2S1(=O)=O
656,terfenadine,0,2,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1
657,U50488,1,2,CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCC[C@H]1N1CCCC1
658,heroin,1,2,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@]314
659,hexapropymate,1,2,C#CCC1(OC(N)=O)CCCCC1
660,homophenazine,1,2,OCCN1CCCN(CCCN2c3ccccc3Sc3cc(C(F)(F)F)ccc32)CC1
661,hydrocodone,1,2,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314
662,hydroxyphenamate,1,2,CCC(O)(COC(N)=O)c1ccccc1
663,hydroxyzine,1,2,OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1
664,imipramine,1,2,CN(C)CCCN1c2ccccc2CCc2ccccc21
665,ketamine,1,2,CNC1(c2ccccc2Cl)CCCCC1=O
666,kynurenic acid,1,2,O=C(O)c1cc(=O)c2ccccc2[nH]1
674,8-5,0,2,Cc1ccc(CC2=CNC(NCCSCc3ccc(CN(C)C)o3)=NC2)cn1
675,BBcpd10,0,2,CN(C)c1cc(-c2n[nH]c(N)n2)ccn1
676,9-C1,1,2,Cn1c(=O)c2nc[nH]c2n(C)c1=O
677,lenperone,1,2,O=C(CCCN1CCC(C(=O)c2ccc(F)cc2)CC1)c1ccc(F)cc1
678,levorphanol,1,2,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13
679,lidocaine,1,2,CCN(CC)CC(=O)Nc1c(C)cccc1C
680,lorazepam,1,2,O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O
681,lorcainide,1,2,CC(C)N1CCC(N(C(=O)Cc2ccccc2)c2ccc(Cl)cc2)CC1
682,meclofenoxate,1,2,CN(C)CCOC(=O)COc1ccc(Cl)cc1
683,mecloqualone,1,2,Cc1nc2ccccc2c(=O)n1-c1ccccc1Cl
684,medazepam,1,2,CN1CCN=C(c2ccccc2)c2cc(Cl)ccc21
685,meprobamate,1,2,CCCC(C)(COC(N)=O)COC(N)=O
686,9-C15,1,2,COc1cc2c(c(CN[C@@H]3CCCN[C@H]3c3ccccc3)c1)OCC2
688,9-C7,1,2,NCCn1ncc2cc(Cl)c(Cl)cc21
689,Abacavir,1,2,Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1
691,Aciclovir,1,2,Nc1nc(=O)c2ncn(COCCO)c2[nH]1
692,Albendazole,1,2,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1
693,Amifostine,0,2,NCCCNCCSP(=O)(O)O
694,mescaline,1,2,COc1cc(CCN)cc(OC)c1OC
695,mesoridazine,1,2,CN1CCCCC1CCN1c2ccccc2Sc2ccc(S(C)=O)cc21
696,methamphetamine,1,2,CN[C@@H](C)Cc1ccccc1
697,methaqualone,1,2,Cc1ccccc1-n1c(C)nc2ccccc2c1=O
698,methocarbamol,1,2,COc1ccccc1OCC(O)COC(N)=O
699,methopromazine,1,2,COc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2
700,methotrimeprazine,1,2,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
701,methylpentynol,1,2,C#CC(C)(O)CC
702,methylphenidate,1,2,COC(=O)C(c1ccccc1)C1CCCCN1
703,methyprylon,1,2,CCC1(CC)C(=O)NCC(C)C1=O
704,Amikacin,1,2,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
705,Aminosalicylicacid,0,2,Nc1ccc(C(=O)O)c(O)c1
706,Cytarabine,1,2,Nc1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@@H]2O)c(=O)n1
707,Dacarbazine,1,2,CN(C)N/N=C1/N=CN=C1C(N)=O
708,Daunorubicin,0,2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1
709,Demeclocycline,0,2,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)ccc(Cl)c4[C@@H](O)[C@H]3C[C@@H]12
710,Desmethylclobazam,1,2,O=C1CC(=O)N(c2ccccc2)c2cc(Cl)ccc2N1
711,Desmonomethylpromazine,1,2,CNCCCN1c2ccccc2Sc2ccccc21
712,Dexrazoxane,0,2,C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1
714,moperone,1,2,Cc1ccc(C2(O)CCN(CCCC(=O)c3ccc(F)cc3)CC2)cc1
715,morphine,1,2,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(O)C=C[C@H]3[C@H]1C5
716,MPTP,1,2,CN1CC=C(c2ccccc2)CC1
717,naloxone,1,2,C=CCN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@@]3(O)[C@H]1C5
718,nicotine,1,2,CN1CCC[C@H]1c1cccnc1
719,nitrazepam,1,2,O=C1CN=C(c2ccccc2)c2cc([N+](=O)[O-])ccc2N1
720,nordazepam,1,2,O=C1CN=C(c2ccccc2)c2cc(Cl)ccc2N1
721,nortriptyline,1,2,CNCCC=C1c2ccccc2CCc2ccccc21
722,orphenadrine,1,2,Cc1ccccc1C(OCCN(C)C)c1ccccc1
723,Dextromethorphan,1,2,COc1ccc2c(c1)[C@]13CCCC[C@@H]1[C@H](C2)N(C)CC3
724,Dihydroergotamine,0,2,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21
725,Disulfiram,1,2,CCN(CC)C(=S)SSC(=S)N(CC)CC
726,Efavirenz,0,2,O=C1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1
727,Enalapril,0,2,CCOC(=O)[C@H](CCc1ccccc1)N[C@@H](C)C(=O)N1CCC[C@H]1C(=O)O
728,Ethambutol,0,2,CC[C@@H](CO)NCCN[C@@H](CC)CO
729,aclarubicin,0,2,CC[C@@]1(O)C[C@H](OC2CC(N(C)C)C(OC3CC(O)C(OC4CCC(=O)C(C)O4)C(C)O3)C(C)O2)c2c(cc3c(c2O)C(=O)c2c(O)cccc2C3=O)[C@H]1C(=O)OC
730,adicillin,0,2,CC1(C)S[C@@H]2[C@H](NC(=O)CCC[C@@H](N)C(=O)O)C(=O)N2[C@H]1C(=O)O
731,adrenaline,0,2,CNCC(O)c1ccc(O)c(O)c1
732,adriamycinol-aglycone,0,2,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3O
733,almecillin,0,2,C=CCSCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)[O-]
734,amantocillin,0,2,CC1(C)S[C@@H]2[C@H](NC(=O)C34C[C@@H]5C[C@@H](CC(N)(C5)C3)C4)C(=O)N2[C@H]1C(=O)O
735,amdinocillinpivoxil,0,2,CC(C)(C)C(=O)OCOC(=O)C1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C
736,amicycline,0,2,CN(C)[C@@H]1C(=O)/C(=C(\N)O)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(ccc(N)c4O)C[C@H]3C[C@@H]12
737,amrubicin,0,2,CC(=O)[C@]1(N)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](O)[C@H](O)CO2)C1)C(=O)c1ccccc1C3=O
738,apalcillin,0,2,CC1(C)S[C@@H]2C(NC(=O)[C@H](NC(=O)c3c[nH]c4cccnc4c3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O
739,apicycline,0,2,CN(C)[C@@H]1C(=O)/C(=C(/O)NC(C(=O)O)N2CCN(CCO)CC2)C(=O)[C@@]2(O)C(=O)C3=C(O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12
740,apramycin,0,2,CN[C@@H]1[C@@H](O[C@H]2O[C@H](CO)[C@@H](N)[C@H](O)[C@H]2O)O[C@H]2C[C@@H](N)[C@H](O[C@@H]3[C@@H](N)C[C@@H](N)[C@H](O)[C@H]3O)O[C@@H]2[C@@H]1O
741,arbekacin,0,2,NCC[C@H](O)C(=O)N[C@@H]1C[C@H](N)[C@@H](O[C@H]2O[C@H](CN)CC[C@H]2N)[C@H](O)[C@H]1O[C@H]1O[C@H](CO)[C@@H](O)[C@H](N)[C@H]1O
742,aspoxicillin,0,2,CNC(=O)C[C@@H](N)C(=O)N[C@@H](C(=O)N[C@@H]1C(=O)N2[C@@H](C(=O)O)C(C)(C)S[C@H]12)c1ccc(O)cc1
743,astromicin,0,2,CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H](C(C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN
744,aztreonam,0,2,C[C@H]1[C@H](NC(=O)/C(=N\OC(C)(C)C(=O)O)c2csc([NH3+])n2)C(=O)N1S(=O)(=O)[O-]
745,bacmecillinam,0,2,CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](N=CN3CCCCCC3)[C@H]2SC1(C)C
746,bekanamycin,0,2,NCC1OC(OC2C(N)CC(N)C(OC3OC(CO)C(O)C(N)C3O)C2O)C(N)C(O)C1O
747,benserazide,0,2,NC(CO)C(=O)NNCc1ccc(O)c(O)c1O
748,bepridil,0,2,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1
749,berythromycin,0,2,CC[C@H]1OC(=O)[C@H](C)[C@@H](OC2CC(C)(OC)C(O)C(C)O2)C(C)[C@@H](OC2OC(C)CC(N(C)C)C2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@H]1C
750,butikacin,0,2,NCCC(O)CNC1CC(N)C(OC2OC(CN)C(O)C(O)C2O)C(O)C1OC1OC(CO)C(O)C(N)C1O
751,carbuterol,0,2,CC(C)(C)NCC(O)c1ccc(O)c(NC(N)=O)c1
752,carfecillin,0,2,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccccc3)c3ccccc3)C(=O)N2[C@H]1C(=O)O
753,carindacillin,0,2,CC1(C)S[C@@H]2[C@H](NC(=O)C(C(=O)Oc3ccc4c(c3)CCC4)c3ccccc3)C(=O)N2[C@H]1C(=O)O
754,carubicin,0,2,CC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2C(OC2CC(N)C(O)C(C)O2)C1)C(=O)c1c(O)cccc1C3=O
755,carumonam,0,2,NC(=O)OCC1[C@H](NC(=O)/C(=N\OCC(=O)O)c2csc(N)n2)C(=O)N1S(=O)(=O)O
756,cefaclor,0,2,N[C@@H](C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
757,cefadroxil,0,2,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)cc3)[C@H]2SC1
758,cefalexin,0,2,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1
759,cefaloram,0,2,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3ccccc3)[C@H]2SC1
760,cefaparole,0,2,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)C(N)c4ccc(O)cc4)[C@H]3SC2)s1
761,cefatrizine,0,2,NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3cn[nH]n3)CS[C@H]12)c1ccc(O)cc1
762,cefazaflur,0,2,Cn1nnnc1SCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSC(F)(F)F)[C@H]2SC1
763,cefazedone,0,2,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cc(Cl)c(=O)c(Cl)c4)[C@H]3SC2)s1
764,cefcanel,0,2,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)[C@H](O)c4ccccc4)[C@H]3SC2)s1
765,cefcanel-daloxate,0,2,Cc1nnc(SCC2=C(C(=O)OCc3oc(=O)oc3C)N3C(=O)C(NC(=O)C(OC(=O)C(C)N)c4ccccc4)C3SC2)s1
766,cefcapene,0,2,CC/C=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1csc(N)n1
767,cefdaloxime,0,2,COCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
768,cefdinir,0,2,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\O)c3csc(N)n3)[C@H]2SC1
769,cefditoren,0,2,CO/N=C(\C(=O)NC1C(=O)N2C(C(=O)O)=C(/C=C\c3scnc3C)CS[C@H]12)c1csc(N)n1
770,cefedrolor,0,2,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccc(O)c(Cl)c3)[C@H]2SC1
771,cefetamet,0,2,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(C)CS[C@H]12)c1csc(N)n1
772,cefetrizole,0,2,O=C(Cc1cccs1)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3ncn[nH]3)CS[C@H]12
773,cefivitril,0,2,Cn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)CS/C=C\C#N)[C@H]2SC1
774,cefixime,0,2,C=CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)/C(=N\OCC(=O)O)c3csc(N)n3)[C@H]2SC1
775,cefmenoxime,0,2,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@H]12)c1csc(N)n1
776,cefmetazole,0,2,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
777,cefminox,0,2,CO[C@@]1(NC(=O)CSC[C@@H](N)C(=O)O)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
778,cefodizime,0,2,CO/N=C(/C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nc(C)c(CC(=O)O)s3)CS[C@H]12)c1csc(N)n1
779,cefonicid,0,2,O=C(O)C1=C(CSc2nnnn2CS(=O)(=O)O)CS[C@@H]2[C@H](NC(=O)C(O)c3ccccc3)C(=O)N12
780,ceforanide,0,2,NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12
781,cefotetan,0,2,CO[C@@]1(NC(=O)C2SC(=C(C(N)=O)C(=O)O)S2)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21
782,cefotiam,0,2,CN(C)CCn1nnnc1SCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)Cc3csc(N)n3)[C@H]2SC1
783,cefoxazole,0,2,CC(=O)OCC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)c3c(-c4ccccc4Cl)noc3C)[C@H]2SC1
